datetime,open,high,low,close,volume,volumeCcy,symbol,exchange,timeframe
2022-09-01 00:00:00,1553.6,1561.66,1549.5,1560.8,409557.0,40955.7,ETH-USDT-SWAP,OKX,5
2022-09-01 00:05:00,1560.82,1566.34,1559.55,1566.08,199129.0,19912.9,ETH-USDT-SWAP,OKX,5
2022-09-01 00:10:00,1566.06,1566.59,1561.21,1563.15,131921.0,13192.1,ETH-USDT-SWAP,OKX,5
2022-09-01 00:15:00,1563.15,1566.39,1559.0,1559.18,155233.0,15523.3,ETH-USDT-SWAP,OKX,5
2022-09-01 00:20:00,1559.18,1560.89,1554.71,1554.71,146729.0,14672.9,ETH-USDT-SWAP,OKX,5
2022-09-01 00:25:00,1554.67,1561.44,1553.2,1558.81,114740.0,11474.0,ETH-USDT-SWAP,OKX,5
2022-09-01 00:30:00,1558.82,1562.42,1555.49,1555.92,105941.0,10594.1,ETH-USDT-SWAP,OKX,5
2022-09-01 00:35:00,1555.91,1558.6,1545.96,1546.88,185575.0,18557.5,ETH-USDT-SWAP,OKX,5
2022-09-01 00:40:00,1546.88,1547.85,1534.46,1535.08,695478.0,69547.8,ETH-USDT-SWAP,OKX,5
2022-09-01 00:45:00,1535.08,1543.71,1533.42,1543.3,374028.0,37402.8,ETH-USDT-SWAP,OKX,5
2022-09-01 00:50:00,1543.19,1548.8,1542.59,1546.19,224044.0,22404.4,ETH-USDT-SWAP,OKX,5
2022-09-01 00:55:00,1546.19,1554.93,1544.87,1551.11,222493.0,22249.3,ETH-USDT-SWAP,OKX,5
2022-09-01 01:00:00,1551.11,1560.0,1548.81,1560.0,260049.0,26004.9,ETH-USDT-SWAP,OKX,5
2022-09-01 01:05:00,1559.78,1560.4,1555.61,1556.16,103578.0,10357.8,ETH-USDT-SWAP,OKX,5
2022-09-01 01:10:00,1556.23,1556.27,1549.22,1549.22,229349.0,22934.9,ETH-USDT-SWAP,OKX,5
2022-09-01 01:15:00,1549.23,1556.0,1549.0,1553.29,125284.0,12528.4,ETH-USDT-SWAP,OKX,5
2022-09-01 01:20:00,1553.25,1554.0,1547.7,1552.23,149491.0,14949.1,ETH-USDT-SWAP,OKX,5
2022-09-01 01:25:00,1552.23,1556.8,1551.93,1554.06,93738.0,9373.8,ETH-USDT-SWAP,OKX,5
2022-09-01 01:30:00,1554.26,1556.6,1551.17,1553.61,93646.0,9364.6,ETH-USDT-SWAP,OKX,5
2022-09-01 01:35:00,1553.55,1559.34,1551.84,1557.39,93414.0,9341.4,ETH-USDT-SWAP,OKX,5
2022-09-01 01:40:00,1557.39,1564.72,1555.7,1562.29,288326.0,28832.6,ETH-USDT-SWAP,OKX,5
2022-09-01 01:45:00,1562.35,1564.83,1558.66,1560.39,185639.0,18563.9,ETH-USDT-SWAP,OKX,5
2022-09-01 01:50:00,1560.39,1563.74,1558.88,1560.5,77353.0,7735.3,ETH-USDT-SWAP,OKX,5
2022-09-01 01:55:00,1560.5,1561.9,1559.0,1559.68,65456.0,6545.6,ETH-USDT-SWAP,OKX,5
2022-09-01 02:00:00,1559.68,1565.58,1559.37,1564.09,121164.0,12116.4,ETH-USDT-SWAP,OKX,5
2022-09-01 02:05:00,1564.1,1568.65,1563.72,1565.66,200028.0,20002.8,ETH-USDT-SWAP,OKX,5
2022-09-01 02:10:00,1565.66,1574.0,1565.14,1570.29,201617.0,20161.7,ETH-USDT-SWAP,OKX,5
2022-09-01 02:15:00,1570.3,1573.57,1567.68,1569.34,144726.0,14472.6,ETH-USDT-SWAP,OKX,5
2022-09-01 02:20:00,1569.35,1571.0,1568.11,1570.57,67251.0,6725.1,ETH-USDT-SWAP,OKX,5
2022-09-01 02:25:00,1570.59,1573.5,1569.81,1571.6,116426.0,11642.6,ETH-USDT-SWAP,OKX,5
2022-09-01 02:30:00,1571.59,1573.32,1568.4,1568.98,132400.0,13240.0,ETH-USDT-SWAP,OKX,5
2022-09-01 02:35:00,1568.98,1569.68,1562.0,1562.0,237250.0,23725.0,ETH-USDT-SWAP,OKX,5
2022-09-01 02:40:00,1562.18,1564.54,1559.0,1561.2,247152.0,24715.2,ETH-USDT-SWAP,OKX,5
2022-09-01 02:45:00,1561.2,1561.61,1553.02,1554.8,276113.0,27611.3,ETH-USDT-SWAP,OKX,5
2022-09-01 02:50:00,1554.8,1555.31,1550.99,1554.75,226904.0,22690.4,ETH-USDT-SWAP,OKX,5
2022-09-01 02:55:00,1554.72,1558.0,1553.73,1556.95,130444.0,13044.4,ETH-USDT-SWAP,OKX,5
2022-09-01 03:00:00,1556.96,1558.68,1554.13,1554.13,125062.0,12506.2,ETH-USDT-SWAP,OKX,5
2022-09-01 03:05:00,1554.13,1564.0,1554.13,1560.02,247664.0,24766.4,ETH-USDT-SWAP,OKX,5
2022-09-01 03:10:00,1560.11,1560.81,1557.31,1557.58,103933.0,10393.3,ETH-USDT-SWAP,OKX,5
2022-09-01 03:15:00,1557.59,1560.67,1555.23,1560.66,76947.0,7694.7,ETH-USDT-SWAP,OKX,5
2022-09-01 03:20:00,1560.59,1561.59,1558.19,1559.55,80550.0,8055.0,ETH-USDT-SWAP,OKX,5
2022-09-01 03:25:00,1559.55,1559.74,1552.63,1555.49,149433.0,14943.3,ETH-USDT-SWAP,OKX,5
2022-09-01 03:30:00,1555.49,1557.03,1553.46,1556.73,102463.0,10246.3,ETH-USDT-SWAP,OKX,5
2022-09-01 03:35:00,1556.73,1557.03,1554.0,1554.71,37719.0,3771.9,ETH-USDT-SWAP,OKX,5
2022-09-01 03:40:00,1554.7,1555.64,1545.2,1545.46,331885.0,33188.5,ETH-USDT-SWAP,OKX,5
2022-09-01 03:45:00,1545.44,1548.16,1537.26,1547.53,610295.0,61029.5,ETH-USDT-SWAP,OKX,5
2022-09-01 03:50:00,1547.33,1555.0,1545.55,1554.06,321580.0,32158.0,ETH-USDT-SWAP,OKX,5
2022-09-01 03:55:00,1554.06,1554.07,1546.57,1549.7,136231.0,13623.1,ETH-USDT-SWAP,OKX,5
2022-09-01 04:00:00,1549.7,1552.79,1549.02,1551.46,107886.0,10788.6,ETH-USDT-SWAP,OKX,5
2022-09-01 04:05:00,1551.47,1554.8,1549.05,1549.39,95878.0,9587.8,ETH-USDT-SWAP,OKX,5
2022-09-01 04:10:00,1549.44,1550.01,1542.94,1545.39,175247.0,17524.7,ETH-USDT-SWAP,OKX,5
2022-09-01 04:15:00,1545.39,1548.88,1542.39,1548.87,173753.0,17375.3,ETH-USDT-SWAP,OKX,5
2022-09-01 04:20:00,1548.87,1549.88,1544.37,1546.93,82144.0,8214.4,ETH-USDT-SWAP,OKX,5
